seed,turn,seat,hp,mp,energy,foe_hp,foe_mp,foe_energy,dist,shrink,my_ac,foe_ac,my_nade,foe_nade,outcome
770016,32,A,100,43,55,100,15,80,4,2,4,5,1,1,1
770016,32,B,100,15,80,100,43,55,4,2,5,4,1,1,-1
770016,33,A,100,57,55,100,15,100,4,2,5,0,1,1,1
770016,33,B,100,15,100,100,57,55,4,2,0,5,1,1,-1
770016,34,A,100,27,95,100,30,100,4,2,0,1,1,1,1
770016,34,B,100,30,100,100,27,95,4,2,1,0,1,1,-1
770016,35,A,100,27,90,100,20,100,3,2,1,2,1,1,1
770016,35,B,100,20,100,100,27,90,3,2,2,1,1,1,-1
770016,36,A,100,27,100,100,20,100,3,2,1,3,1,1,1
770016,36,B,100,20,100,100,27,100,3,2,3,1,1,1,-1
770016,37,A,100,27,85,100,35,100,4,2,2,4,1,1,1
770016,37,B,100,35,100,100,27,85,4,2,4,2,1,1,-1
770016,38,A,100,27,100,100,35,100,4,2,2,5,1,1,1
770016,38,B,100,35,100,100,27,100,4,2,5,2,1,1,-1
770016,39,A,100,27,60,100,5,100,4,2,4,0,1,1,1
770016,39,B,100,5,100,100,27,60,4,2,0,4,1,1,-1
770016,40,A,100,42,60,100,20,100,4,2,5,1,1,1,1
770016,40,B,100,20,100,100,42,60,4,2,1,5,1,1,-1
770016,41,A,100,12,100,100,35,100,4,2,0,2,1,1,1
770016,41,B,100,35,100,100,12,100,4,2,2,0,1,1,-1
770016,42,A,100,27,100,100,35,90,3,2,1,3,1,1,1
770016,42,B,100,35,90,100,27,100,3,2,3,1,1,1,-1
770016,43,A,100,41,100,100,35,45,2,2,2,5,1,1,1
770016,43,B,100,35,45,100,41,100,2,2,5,2,1,1,-1
770016,44,A,100,41,80,100,35,55,2,2,4,1,1,1,1
770016,44,B,100,35,55,100,41,80,2,2,1,4,1,1,-1
770016,45,A,85,41,70,85,5,55,1,2,0,3,1,1,1
770016,45,B,85,5,55,85,41,70,1,2,3,0,1,1,-1
770016,46,A,85,1,50,55,5,5,1,2,2,5,1,1,1
770016,46,B,55,5,5,85,1,50,1,2,5,2,1,1,-1
770016,47,A,85,1,40,40,5,45,1,2,3,0,1,1,1
770016,47,B,40,5,45,85,1,40,1,2,0,3,1,1,-1
770016,48,A,85,1,25,40,5,25,1,2,4,2,1,0,1
770016,48,B,40,5,25,85,1,25,1,2,2,4,0,1,-1
770016,49,A,70,1,45,40,5,15,1,2,4,3,1,0,1
770016,49,B,40,5,15,70,1,45,1,2,3,4,0,1,-1
770016,50,A,70,1,35,10,5,15,1,2,0,4,1,0,1
770016,50,B,10,5,15,70,1,35,1,2,4,0,0,1,-1
770017,1,A,100,100,100,100,100,100,5,0,0,0,1,1,-1
770017,1,B,100,100,100,100,100,100,5,0,0,0,1,1,1
770017,2,A,100,60,100,100,90,100,7,0,1,1,1,1,-1
770017,2,B,100,90,100,100,60,100,7,0,1,1,1,1,1
770017,3,A,100,50,80,100,50,100,6,0,3,2,1,1,-1
770017,3,B,100,50,100,100,50,80,6,0,2,3,1,1,1
770017,4,A,100,50,100,100,65,100,6,0,3,3,1,1,-1
770017,4,B,100,65,100,100,50,100,6,0,3,3,1,1,1
770017,5,A,100,50,70,100,55,100,8,0,5,4,1,1,-1
770017,5,B,100,55,100,100,50,70,8,0,4,5,1,1,1
770017,6,A,100,50,90,100,70,100,8,0,5,5,1,1,-1
770017,6,B,100,70,100,100,50,90,8,0,5,5,1,1,1
770017,7,A,100,50,100,100,70,100,7,0,5,0,1,1,-1
770017,7,B,100,70,100,100,50,100,7,0,0,5,1,1,1
770017,8,A,100,40,100,100,60,100,7,0,0,1,1,1,-1
770017,8,B,100,60,100,100,40,100,7,0,1,0,1,1,1
770017,9,A,100,55,100,100,75,100,7,0,1,2,1,1,-1
770017,9,B,100,75,100,100,55,100,7,0,2,1,1,1,1
770017,10,A,100,55,95,100,75,95,9,0,2,3,1,1,-1
770017,10,B,100,75,95,100,55,95,9,0,3,2,1,1,1
770017,11,A,100,55,90,100,75,100,10,1,3,3,1,1,-1
770017,11,B,100,75,100,100,55,90,10,1,3,3,1,1,1
770017,12,A,100,55,80,100,65,85,8,1,4,5,1,1,-1
770017,12,B,100,65,85,100,55,80,8,1,5,4,1,1,1
770017,13,A,100,45,100,100,65,100,7,1,0,5,1,1,-1
770017,13,B,100,65,100,100,45,100,7,1,5,0,1,1,1
770017,14,A,100,60,100,100,65,100,5,1,1,1,1,1,-1
770017,14,B,100,65,100,100,60,100,5,1,1,1,1,1,1
770017,15,A,100,60,90,100,55,100,4,1,3,3,1,1,-1
770017,15,B,100,55,100,100,60,90,4,1,3,3,1,1,1
770017,16,A,100,60,85,100,55,95,6,1,4,4,1,1,-1
770017,16,B,100,55,95,100,60,85,6,1,4,4,1,1,1
770017,17,A,100,60,95,100,55,90,5,1,5,5,1,1,-1
770017,17,B,100,55,90,100,60,95,5,1,5,5,1,1,1
770017,18,A,100,60,100,100,55,95,3,1,0,1,1,1,-1
770017,18,B,100,55,95,100,60,100,3,1,1,0,1,1,1
770017,19,A,100,50,85,100,15,75,5,1,2,3,1,1,-1
770017,19,B,100,15,75,100,50,85,5,1,3,2,1,1,1
770017,20,A,100,65,85,100,30,75,5,1,3,4,1,1,-1
770017,20,B,100,30,75,100,65,85,5,1,4,3,1,1,1
770017,21,A,100,65,80,100,30,65,3,2,4,5,1,1,-1
770017,21,B,100,30,65,100,65,80,3,2,5,4,1,1,1
770017,22,A,100,35,100,100,30,60,2,2,0,1,1,1,-1
770017,22,B,100,30,60,100,35,100,2,2,1,0,1,1,1
770017,23,A,100,35,75,100,30,60,3,2,2,1,0,1,-1
770017,23,B,100,30,60,100,35,75,3,2,1,2,1,0,1
770017,24,A,100,35,65,100,30,70,4,2,3,2,0,0,-1
770017,24,B,100,30,70,100,35,65,4,2,2,3,0,0,1
770017,25,A,100,48,65,100,30,50,3,2,4,4,0,0,-1
770017,25,B,100,30,50,100,48,65,3,2,4,4,0,0,1
770017,26,A,100,48,60,100,30,35,4,2,5,0,0,0,-1
770017,26,B,100,30,35,100,48,60,4,2,0,5,0,0,1
770017,27,A,100,38,100,100,30,55,4,2,0,0,0,0,-1
770017,27,B,100,30,55,100,38,100,4,2,0,0,0,0,1
770017,28,A,100,38,70,100,30,75,4,2,2,0,0,0,-1
770017,28,B,100,30,75,100,38,70,4,2,0,2,0,0,1
770017,29,A,100,28,55,100,42,75,5,2,4,1,0,0,-1
770017,29,B,100,42,75,100,28,55,5,2,1,4,0,0,1
770017,30,A,100,43,55,100,42,65,4,2,5,2,0,0,-1
770017,30,B,100,42,65,100,43,55,4,2,2,5,0,0,1
770017,31,A,100,43,75,100,42,50,4,2,0,4,0,0,-1
770017,31,B,100,42,50,100,43,75,4,2,4,0,0,0,1
770017,32,A,100,43,70,100,42,40,2,2,1,5,0,0,-1
770017,32,B,100,42,40,100,43,70,2,2,5,1,0,0,1
770017,33,A,100,43,60,100,42,50,2,2,2,1,0,0,-1
770017,33,B,100,42,50,100,43,60,2,2,1,2,0,0,1
770017,34,A,100,43,50,100,42,40,4,2,3,2,0,0,-1
770017,34,B,100,42,40,100,43,50,4,2,2,3,0,0,1
770017,35,A,100,33,50,100,42,20,5,2,5,4,0,0,-1
770017,35,B,100,42,20,100,33,50,5,2,4,5,0,0,1
770017,36,A,100,33,55,100,57,20,3,2,1,5,0,0,-1
770017,36,B,100,57,20,100,33,55,3,2,5,1,0,0,1
770017,37,A,75,33,75,100,17,35,2,2,1,1,0,0,-1
770017,37,B,100,17,35,75,33,75,2,2,1,1,0,0,1
770017,38,A,75,33,45,85,7,35,1,2,3,3,0,0,-1
770017,38,B,85,7,35,75,33,45,1,2,3,3,0,0,1
770017,39,A,60,33,25,70,7,5,2,2,5,5,0,0,-1
770017,39,B,70,7,5,60,33,25,2,2,5,5,0,0,1
770017,40,A,60,33,40,70,7,25,1,2,1,5,0,0,-1
770017,40,B,70,7,25,60,33,40,1,2,5,1,0,0,1
770017,41,A,40,3,20,55,7,45,1,2,3,1,0,0,-1
770017,41,B,55,7,45,40,3,20,1,2,1,3,0,0,1
770017,42,A,10,3,10,40,7,5,1,2,4,3,0,0,-1
770017,42,B,40,7,5,10,3,10,1,2,3,4,0,0,1
770017,43,A,10,3,30,40,7,25,1,2,4,3,0,0,-1
770017,43,B,40,7,25,10,3,30,1,2,3,4,0,0,1
770017,44,A,10,3,10,40,7,45,1,2,5,3,0,0,-1
770017,44,B,40,7,45,10,3,10,1,2,3,5,0,0,1
770018,1,A,100,100,100,100,100,100,5,0,0,0,1,1,1
770018,1,B,100,100,100,100,100,100,5,0,0,0,1,1,-1
770018,2,A,100,60,100,100,60,100,9,0,1,1,1,1,1
770018,2,B,100,60,100,100,60,100,9,0,1,1,1,1,-1
770018,3,A,100,50,100,100,60,95,8,0,2,2,1,1,1
770018,3,B,100,60,95,100,50,100,8,0,2,2,1,1,-1
770018,4,A,100,65,100,100,60,100,8,0,3,2,1,1,1
770018,4,B,100,60,100,100,65,100,8,0,2,3,1,1,-1
770018,5,A,100,65,85,100,60,85,8,0,5,4,1,1,1
770018,5,B,100,60,85,100,65,85,8,0,4,5,1,1,-1
770018,6,A,100,65,100,100,60,100,7,0,0,4,1,1,1
770018,6,B,100,60,100,100,65,100,7,0,4,0,1,1,-1
770018,7,A,100,65,90,100,50,100,5,0,1,0,1,1,1
770018,7,B,100,50,100,100,65,90,5,0,0,1,1,1,-1
770018,8,A,100,55,100,100,50,95,6,0,2,1,1,1,1
770018,8,B,100,50,95,100,55,100,6,0,1,2,1,1,-1
770018,9,A,100,70,100,100,50,85,7,0,3,2,1,1,1
770018,9,B,100,50,85,100,70,100,7,0,2,3,1,1,-1
770018,10,A,100,70,70,100,50,100,9,0,5,2,1,1,1
770018,10,B,100,50,100,100,70,70,9,0,2,5,1,1,-1
770018,11,A,100,70,90,100,50,95,8,1,5,3,1,1,1
770018,11,B,100,50,95,100,70,90,8,1,3,5,1,1,-1
770018,12,A,100,70,100,100,40,95,8,1,0,5,1,1,1
770018,12,B,100,40,95,100,70,100,8,1,5,0,1,1,-1
770018,13,A,100,60,100,100,40,100,6,1,1,1,1,1,1
770018,13,B,100,40,100,100,60,100,6,1,1,1,1,1,-1
770018,14,A,100,75,100,100,40,65,8,1,2,3,1,1,1
770018,14,B,100,40,65,100,75,100,8,1,3,2,1,1,-1
770018,15,A,100,35,100,100,55,65,6,1,3,4,1,1,1
770018,15,B,100,55,65,100,35,100,6,1,4,3,1,1,-1
770018,16,A,100,35,100,100,15,75,5,1,4,0,1,1,1
770018,16,B,100,15,75,100,35,100,5,1,0,4,1,1,-1
770018,17,A,100,35,95,100,15,95,3,1,0,0,1,1,1
770018,17,B,100,15,95,100,35,95,3,1,0,0,1,1,-1
770018,18,A,100,50,95,100,15,85,4,1,1,1,1,1,1
770018,18,B,100,15,85,100,50,95,4,1,1,1,1,1,-1
770018,19,A,100,40,95,100,15,70,3,1,3,3,1,1,1
770018,19,B,100,15,70,100,40,95,3,1,3,3,1,1,-1
770018,20,A,100,40,95,100,15,50,3,1,4,5,1,1,1
770018,20,B,100,15,50,100,40,95,3,1,5,4,1,1,-1
770018,21,A,100,10,100,85,15,70,1,2,0,0,1,1,1
770018,21,B,85,15,70,100,10,100,1,2,0,0,1,1,-1
770018,22,A,77,10,50,55,15,50,1,2,2,2,1,0,1
770018,22,B,55,15,50,77,10,50,1,2,2,2,0,1,-1
770018,23,A,77,10,10,55,5,40,1,2,4,4,1,0,1
770018,23,B,55,5,40,77,10,10,1,2,4,4,0,1,-1
770018,24,A,47,10,20,55,5,40,1,2,5,0,1,0,1
770018,24,B,55,5,40,47,10,20,1,2,0,5,0,1,-1
770018,25,A,47,0,35,40,5,35,2,2,1,1,1,0,1
770018,25,B,40,5,35,47,0,35,2,2,1,1,0,1,-1
770018,26,A,62,15,35,40,5,5,4,2,2,3,1,0,1
770018,26,B,40,5,5,62,15,35,4,2,3,2,0,1,-1
770018,27,A,62,15,25,53,18,5,3,2,4,4,1,0,1
770018,27,B,53,18,5,62,15,25,3,2,4,4,0,1,-1
770018,28,A,77,30,25,68,33,5,3,2,5,5,1,0,1
770018,28,B,68,33,5,77,30,25,3,2,5,5,0,1,-1
770018,29,A,92,45,55,83,48,35,3,2,0,0,1,0,1
770018,29,B,83,48,35,92,45,55,3,2,0,0,0,1,-1
770018,30,A,100,60,55,83,48,30,2,2,1,1,1,0,1
770018,30,B,83,48,30,100,60,55,2,2,1,1,0,1,-1
770018,31,A,100,50,40,83,48,25,2,2,3,2,1,0,1
770018,31,B,83,48,25,100,50,40,2,2,2,3,0,1,-1
770018,32,A,100,50,30,83,48,20,2,2,5,3,0,0,1
770018,32,B,83,48,20,100,50,30,2,2,3,5,0,0,-1
770018,33,A,100,50,35,83,8,20,3,2,1,5,0,0,1
770018,33,B,83,8,20,100,50,35,3,2,5,1,0,0,-1
770018,34,A,100,50,25,83,8,40,2,2,3,5,0,0,1
770018,34,B,83,8,40,100,50,25,2,2,5,3,0,0,-1
770018,35,A,85,20,35,68,8,30,1,2,4,1,0,0,1
770018,35,B,68,8,30,85,20,35,1,2,1,4,0,0,-1
770018,36,A,85,20,25,68,8,25,1,2,5,2,0,0,1
770018,36,B,68,8,25,85,20,25,1,2,2,5,0,0,-1
770018,37,A,85,20,45,53,8,25,1,2,0,3,0,0,1
770018,37,B,53,8,25,85,20,45,1,2,3,0,0,0,-1
770018,38,A,85,10,35,53,8,15,1,2,2,4,0,0,1
770018,38,B,53,8,15,85,10,35,1,2,4,2,0,0,-1
770018,39,A,85,10,5,23,8,35,1,2,4,4,0,0,1
770018,39,B,23,8,35,85,10,5,1,2,4,4,0,0,-1
770018,40,A,85,10,25,23,8,30,1,2,4,0,0,0,1
770018,40,B,23,8,30,85,10,25,1,2,0,4,0,0,-1
770018,41,A,85,10,40,23,8,15,1,2,0,2,0,0,1
770018,41,B,23,8,15,85,10,40,1,2,2,0,0,0,-1
770019,1,A,100,100,100,100,100,100,5,0,0,0,1,1,1
770019,1,B,100,100,100,100,100,100,5,0,0,0,1,1,-1
770019,2,A,100,100,90,100,60,100,6,0,1,1,1,1,1
770019,2,B,100,60,100,100,100,90,6,0,1,1,1,1,-1
770019,3,A,100,60,100,100,75,100,5,0,2,2,1,1,1
770019,3,B,100,75,100,100,60,100,5,0,2,2,1,1,-1
770019,4,A,100,50,85,100,65,100,4,0,4,3,1,1,1
770019,4,B,100,65,100,100,50,85,4,0,3,4,1,1,-1
770019,5,A,100,50,80,100,25,100,7,0,5,4,1,1,1
770019,5,B,100,25,100,100,50,80,7,0,4,5,1,1,-1
770019,6,A,100,50,100,100,25,100,7,0,0,5,1,1,1
770019,6,B,100,25,100,100,50,100,7,0,5,0,1,1,-1
770019,7,A,100,50,75,100,25,100,7,0,2,1,1,1,1
770019,7,B,100,25,100,100,50,75,7,0,1,2,1,1,-1
770019,8,A,100,40,75,100,32,100,7,0,4,2,1,1,1
770019,8,B,100,32,100,100,40,75,7,0,2,4,1,1,-1
770019,9,A,100,54,75,100,32,100,7,0,5,3,1,1,1
770019,9,B,100,32,100,100,54,75,7,0,3,5,1,1,-1
770019,10,A,100,54,95,100,47,100,7,0,5,4,1,1,1
770019,10,B,100,47,100,100,54,95,7,0,4,5,1,1,-1
770019,11,A,100,54,100,100,62,100,7,1,5,5,1,1,1
770019,11,B,100,62,100,100,54,100,7,1,5,5,1,1,-1
770019,12,A,100,54,95,100,62,90,3,1,1,1,1,1,1
770019,12,B,100,62,90,100,54,95,3,1,1,1,1,1,-1
770019,13,A,100,14,100,100,62,80,4,1,2,2,1,1,1
770019,13,B,100,62,80,100,14,100,4,1,2,2,1,1,-1
770019,14,A,100,29,100,100,62,40,4,1,3,4,1,1,1
770019,14,B,100,62,40,100,29,100,4,1,4,3,1,1,-1
770019,15,A,100,19,85,100,62,30,4,1,5,5,1,1,1
770019,15,B,100,62,30,100,19,85,4,1,5,5,1,1,-1
770019,16,A,100,19,85,100,62,50,4,1,1,5,1,1,1
770019,16,B,100,62,50,100,19,85,4,1,5,1,1,1,-1
770019,17,A,100,19,50,100,62,40,4,1,3,1,1,1,1
770019,17,B,100,62,40,100,19,50,4,1,1,3,1,1,-1
770019,18,A,100,34,50,100,22,50,2,1,4,2,1,1,1
770019,18,B,100,22,50,100,34,50,2,1,2,4,1,1,-1
770019,19,A,100,4,65,85,22,30,2,1,0,4,1,0,1
770019,19,B,85,22,30,100,4,65,2,1,4,0,0,1,-1
770019,20,A,100,4,50,85,12,30,1,1,2,0,1,0,1
770019,20,B,85,12,30,100,4,50,1,1,0,2,0,1,-1
770019,21,A,100,4,30,85,12,15,1,2,4,2,0,0,1
770019,21,B,85,12,15,100,4,30,1,2,2,4,0,0,-1
770019,22,A,85,4,20,70,12,10,1,2,5,3,0,0,1
770019,22,B,70,12,10,85,4,20,1,2,3,5,0,0,-1
770019,23,A,85,4,40,70,2,20,2,2,0,4,0,0,1
770019,23,B,70,2,20,85,4,40,2,2,4,0,0,0,-1
770019,24,A,98,17,40,70,2,35,3,2,1,0,0,0,1
770019,24,B,70,2,35,98,17,40,3,2,0,1,0,0,-1
770019,25,A,100,32,40,85,17,35,3,2,2,1,0,0,1
770019,25,B,85,17,35,100,32,40,3,2,1,2,0,0,-1
770019,26,A,100,2,20,70,17,35,2,2,4,2,0,0,1
770019,26,B,70,17,35,100,2,20,2,2,2,4,0,0,-1
770019,27,A,100,2,15,70,17,25,2,2,5,3,0,0,1
770019,27,B,70,17,25,100,2,15,2,2,3,5,0,0,-1
770019,28,A,100,17,45,85,32,25,2,2,0,4,0,0,1
770019,28,B,85,32,25,100,17,45,2,2,4,0,0,0,-1
770019,29,A,100,17,10,70,32,25,1,2,2,5,0,0,1
770019,29,B,70,32,25,100,17,10,1,2,5,2,0,0,-1
770019,30,A,100,7,10,70,32,40,2,2,4,0,0,0,1
770019,30,B,70,32,40,100,7,10,2,2,0,4,0,0,-1
770019,31,A,100,7,10,85,47,40,1,2,5,1,0,0,1
770019,31,B,85,47,40,100,7,10,1,2,1,5,0,0,-1
770019,32,A,60,7,30,85,7,20,1,2,5,3,0,0,1
770019,32,B,85,7,20,60,7,30,1,2,3,5,0,0,-1
770019,33,A,45,7,55,70,7,10,1,2,0,4,0,0,1
770019,33,B,70,7,10,45,7,55,1,2,4,0,0,0,-1
770019,34,A,45,7,15,40,7,30,1,2,2,4,0,0,1
770019,34,B,40,7,30,45,7,15,1,2,4,2,0,0,-1
770019,35,A,30,7,35,40,7,20,1,2,2,5,0,0,1
770019,35,B,40,7,20,30,7,35,1,2,5,2,0,0,-1
770019,36,A,30,7,25,25,7,40,2,2,3,0,0,0,1
770019,36,B,25,7,40,30,7,25,2,2,0,3,0,0,-1
770019,37,A,30,7,5,25,7,60,3,2,5,0,0,0,1
770019,37,B,25,7,60,30,7,5,3,2,0,5,0,0,-1
770019,38,A,45,22,35,25,7,20,1,2,0,2,0,0,1
770019,38,B,25,7,20,45,22,35,1,2,2,0,0,0,-1
770019,39,A,30,22,15,10,7,10,1,2,2,3,0,0,1
770019,39,B,10,7,10,30,22,15,1,2,3,2,0,0,-1
770019,40,A,30,12,25,10,7,30,1,2,3,3,0,0,1
770019,40,B,10,7,30,30,12,25,1,2,3,3,0,0,-1
770019,41,A,25,27,25,10,7,10,1,2,4,4,0,0,1
770019,41,B,10,7,10,25,27,25,1,2,4,4,0,0,-1
770020,1,A,100,100,100,100,100,100,5,0,0,0,1,1,-1
770020,1,B,100,100,100,100,100,100,5,0,0,0,1,1,1
770020,2,A,100,60,80,100,60,100,6,0,2,1,1,1,-1
770020,2,B,100,60,100,100,60,80,6,0,1,2,1,1,1
770020,3,A,100,60,100,100,50,100,6,0,2,2,1,1,-1
770020,3,B,100,50,100,100,60,100,6,0,2,2,1,1,1
770020,4,A,100,60,60,100,50,80,4,0,4,4,1,1,-1
770020,4,B,100,50,80,100,60,60,4,0,4,4,1,1,1
770020,5,A,100,60,50,100,50,80,3,0,5,0,1,1,-1
770020,5,B,100,50,80,100,60,50,3,0,0,5,1,1,1
770020,6,A,100,60,40,100,50,80,2,0,1,1,1,1,-1
770020,6,B,100,50,80,100,60,40,2,0,1,1,1,1,1
770020,7,A,100,75,40,100,50,65,3,0,2,2,1,1,-1
770020,7,B,100,50,65,100,75,40,3,0,2,2,1,1,1
770020,8,A,100,65,25,100,50,60,3,0,4,3,1,1,-1
770020,8,B,100,50,60,100,65,25,3,0,3,4,1,1,1
770020,9,A,100,65,45,100,50,50,4,0,4,4,1,1,-1
770020,9,B,100,50,50,100,65,45,4,0,4,4,1,1,1
770020,10,A,100,65,45,100,50,45,2,0,5,5,1,1,-1
770020,10,B,100,50,45,100,65,45,2,0,5,5,1,1,1
770020,11,A,100,65,65,80,50,85,2,1,5,0,1,1,-1
770020,11,B,80,50,85,100,65,65,2,1,0,5,1,1,1
770020,12,A,100,65,80,80,50,50,1,1,1,2,1,1,-1
770020,12,B,80,50,50,100,65,80,1,1,2,1,1,1,1
770020,13,A,100,65,60,80,10,35,3,1,3,4,0,1,-1
770020,13,B,80,10,35,100,65,60,3,1,4,3,1,0,1
770020,14,A,100,25,20,80,10,45,1,1,5,0,0,0,-1
770020,14,B,80,10,45,100,25,20,1,1,0,5,0,0,1
770020,15,A,85,25,30,65,0,25,1,1,1,2,0,0,-1
770020,15,B,65,0,25,85,25,30,1,1,2,1,0,0,1
770020,16,A,85,15,5,65,0,10,1,1,3,3,0,0,-1
770020,16,B,65,0,10,85,15,5,1,1,3,3,0,0,1
770020,17,A,100,30,5,80,15,10,1,1,4,4,0,0,-1
770020,17,B,80,15,10,100,30,5,1,1,4,4,0,0,1
770020,18,A,100,0,15,65,15,10,1,1,5,5,0,0,-1
770020,18,B,65,15,10,100,0,15,1,1,5,5,0,0,1
770020,19,A,100,0,40,65,15,30,2,1,0,5,0,0,-1
770020,19,B,65,15,30,100,0,40,2,1,5,0,0,0,1
770020,20,A,100,0,5,65,5,40,2,1,2,1,0,0,-1
770020,20,B,65,5,40,100,0,5,2,1,1,2,0,0,1
770020,21,A,77,0,5,65,5,15,1,2,3,3,0,0,-1
770020,21,B,65,5,15,77,0,5,1,2,3,3,0,0,1
770020,22,A,62,0,15,65,5,10,1,2,4,4,0,0,-1
770020,22,B,65,5,10,62,0,15,1,2,4,4,0,0,1
770020,23,A,62,0,35,65,5,30,2,2,4,0,0,0,-1
770020,23,B,65,5,30,62,0,35,2,2,0,4,0,0,1
770020,24,A,75,13,35,65,5,10,3,2,5,2,0,0,-1
770020,24,B,65,5,10,75,13,35,3,2,2,5,0,0,1
770020,25,A,75,13,60,80,20,10,2,2,0,3,0,0,-1
770020,25,B,80,20,10,75,13,60,2,2,3,0,0,0,1
770020,26,A,75,13,25,65,20,20,1,2,2,4,0,0,-1
770020,26,B,65,20,20,75,13,25,1,2,4,2,0,0,1
770020,27,A,52,13,45,65,10,30,1,2,2,0,0,0,-1
770020,27,B,65,10,30,52,13,45,1,2,0,2,0,0,1
770020,28,A,22,13,25,50,10,0,1,2,4,2,0,0,-1
770020,28,B,50,10,0,22,13,25,1,2,2,4,0,0,1
770020,29,A,22,3,40,50,10,20,2,2,0,2,0,0,-1
770020,29,B,50,10,20,22,3,40,2,2,2,0,0,0,1
770020,30,A,22,3,20,50,10,10,1,2,2,3,0,0,-1
770020,30,B,50,10,10,22,3,20,1,2,3,2,0,0,1
770020,31,A,22,3,5,27,10,10,1,2,4,4,0,0,-1
770020,31,B,27,10,10,22,3,5,1,2,4,4,0,0,1
770020,32,A,29,10,5,27,0,40,1,2,5,0,0,0,-1
770020,32,B,27,0,40,29,10,5,1,2,0,5,0,0,1
770021,1,A,100,100,100,100,100,100,5,0,0,0,1,1,-1
770021,1,B,100,100,100,100,100,100,5,0,0,0,1,1,1
770021,2,A,100,90,85,100,60,100,8,0,2,1,1,1,-1
770021,2,B,100,60,100,100,90,85,8,0,1,2,1,1,1
770021,3,A,100,50,70,100,50,100,8,0,4,2,1,1,-1
770021,3,B,100,50,100,100,50,70,8,0,2,4,1,1,1
770021,4,A,100,40,80,100,63,100,8,0,5,3,1,1,-1
770021,4,B,100,63,100,100,40,80,8,0,3,5,1,1,1
770021,5,A,100,55,100,100,63,80,6,0,0,5,1,1,-1
770021,5,B,100,63,80,100,55,100,6,0,5,0,1,1,1
770021,6,A,100,55,70,100,63,100,5,0,2,1,1,1,-1
770021,6,B,100,63,100,100,55,70,5,0,1,2,1,1,1
770021,7,A,100,55,50,100,53,100,6,0,4,2,1,1,-1
770021,7,B,100,53,100,100,55,50,6,0,2,4,1,1,1
770021,8,A,100,45,60,100,66,100,6,0,5,3,1,1,-1
770021,8,B,100,66,100,100,45,60,6,0,3,5,1,1,1
770021,9,A,100,45,90,100,66,95,4,0,0,4,1,1,-1
770021,9,B,100,66,95,100,45,90,4,0,4,0,1,1,1
770021,10,A,100,45,80,100,66,100,3,0,1,0,1,1,-1
770021,10,B,100,66,100,100,45,80,3,0,0,1,1,1,1
770021,11,A,100,45,75,100,66,90,3,1,2,1,1,1,-1
770021,11,B,100,66,90,100,45,75,3,1,1,2,1,1,1
770021,12,A,100,45,65,100,66,80,3,1,3,2,1,1,-1
770021,12,B,100,66,80,100,45,65,3,1,2,3,1,1,1
770021,13,A,100,45,85,100,66,35,5,1,3,4,1,1,-1
770021,13,B,100,66,35,100,45,85,5,1,4,3,1,1,1
770021,14,A,100,45,55,100,56,45,3,1,5,5,1,1,-1
770021,14,B,100,56,45,100,45,55,3,1,5,5,1,1,1
770021,15,A,100,45,75,100,16,60,4,1,0,1,1,1,-1
770021,15,B,100,16,60,100,45,75,4,1,1,0,1,1,1
770021,16,A,100,45,95,100,31,60,4,1,0,2,1,1,-1
770021,16,B,100,31,60,100,45,95,4,1,2,0,1,1,1
770021,17,A,100,45,100,100,31,35,2,1,1,4,1,1,-1
770021,17,B,100,31,35,100,45,100,2,1,4,1,1,1,1
770021,18,A,100,45,60,100,31,45,3,1,3,0,1,1,-1
770021,18,B,100,31,45,100,45,60,3,1,0,3,1,1,1
770021,19,A,100,45,80,100,21,30,2,1,3,2,1,1,-1
770021,19,B,100,21,30,100,45,80,2,1,2,3,1,1,1
770021,20,A,100,45,45,100,21,25,3,1,5,3,1,1,-1
770021,20,B,100,21,25,100,45,45,3,1,3,5,1,1,1
770021,21,A,100,45,60,100,36,5,2,2,1,4,0,1,-1
770021,21,B,100,36,5,100,45,60,2,2,4,1,1,0,1
770021,22,A,100,35,40,100,48,5,3,2,3,5,0,1,-1
770021,22,B,100,48,5,100,35,40,3,2,5,3,1,0,1
770021,23,A,100,5,25,100,8,45,3,2,5,0,0,1,-1
770021,23,B,100,8,45,100,5,25,3,2,0,5,1,0,1
770021,24,A,100,5,50,100,8,40,3,2,0,1,0,1,-1
770021,24,B,100,8,40,100,5,50,3,2,1,0,1,0,1
770021,25,A,100,20,50,100,8,60,3,2,1,1,0,1,-1
770021,25,B,100,8,60,100,20,50,3,2,1,1,1,0,1
770021,26,A,100,35,30,100,8,45,2,2,2,3,0,0,-1
770021,26,B,100,8,45,100,35,30,2,2,3,2,0,0,1
770021,27,A,100,35,0,100,8,25,3,2,4,5,0,0,-1
770021,27,B,100,8,25,100,35,0,3,2,5,4,0,0,1
770021,28,A,100,25,10,100,8,45,4,2,5,0,0,0,-1
770021,28,B,100,8,45,100,25,10,4,2,0,5,0,0,1
770021,29,A,100,25,30,100,8,30,2,2,1,2,0,0,-1
770021,29,B,100,8,30,100,25,30,2,2,2,1,0,0,1
770021,30,A,100,25,25,100,8,50,3,2,2,2,0,0,-1
770021,30,B,100,8,50,100,25,25,3,2,2,2,0,0,1
770021,31,A,100,25,45,100,23,50,3,2,2,3,0,0,-1
